/* Node set */
set N := 
  5499  5500  5757  5763  5813  5877  5887  5919  5930  5931  5951  5973  5979  5982  5987  5991  5998  6007  6014  6020  6028  6037  6043  6045  6051  6056  6057  6064  6066  6076  6081  6082  6092  6094  6095  6098  6108  6110  6121  6125  6130  6142  6146  6157  6166  6170  6176  6177  6182  6183  6184  6186  6189  6190  6191  6193  6195  6197  6204  6206  6207  6210  6212  6214  6217  6224  6225  6230  6233  6244  6250  6251  6252  6253  6255  6261  6266  6268  6269  6271  6272  6274  6275  6278  6279  6281  6283  6286  6288  6289  6293  6295  6296  6299  6303  6304  6305  6306  6309  6310  6311  6313  6314  6315  6317  6318  6319  6321  6322  6324  6325  6332  6334  6335  6337  6338  6340  6341  6342  6343  6344  6346  6347  6348  6349  6351  6353  6354  6355  6357  6360  6361  6364  6365  6366  6367  6368  6369  6370  6371  6372  6373  6374  6376  6377  6378  6379  6380  6382  6383;


/* Graph adjacency matrix 1 is adjacent */
param G :=
  [5499, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  1  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  1  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5500, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  1  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  1  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5757, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  1  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  1  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  1  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5763, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  1  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  1  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5813, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  1  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  1  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5877, *]  5499  1  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  1  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  1  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  1  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5887, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  1  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  1  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5919, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  1  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  1  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  1  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5930, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  0  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  1  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
  [5931, *]  5499  0  5500  0  5757  0  5763  0  5813  0  5877  0  5887  0  5919  0  5930  0  5931  0  5951  0  5973  0  5979  0  5982  0  5987  0  5991  0  5998  0  6007  0  6014  0  6020  0  6028  0  6037  0  6043  0  6045  0  6051  0  6056  0  6057  0  6064  1  6066  0  6076  0  6081  0  6082  0  6092  0  6094  0  6095  0  6098  0  6108  0  6110  0  6121  0  6125  0  6130  0  6142  0  6146  0  6157  0  6166  0  6170  0  6176  0  6177  0  6182  0  6183  0  6184  0  6186  0  6189  0  6190  0  6191  0  6193  0  6195  0  6197  0  6204  0  6206  0  6207  0  6210  0  6212  0  6214  0  6217  0  6224  0  6225  0  6230  0  6233  0  6244  0  6250  0  6251  0  6252  0  6253  0  6255  0  6261  0  6266  0  6268  0  6269  0  6271  0  6272  0  6274  0  6275  0  6278  0  6279  0  6281  0  6283  0  6286  0  6288  0  6289  0  6293  0  6295  0  6296  0  6299  0  6303  0  6304  0  6305  0  6306  0  6309  0  6310  0  6311  0  6313  0  6314  0  6315  0  6317  0  6318  0  6319  0  6321  0  6322  0  6324  0  6325  0  6332  0  6334  0  6335  0  6337  0  6338  0  6340  0  6341  0  6342  0  6343  0  6344  0  6346  0  6347  0  6348  0  6349  0  6351  0  6353  0  6354  0  6355  0  6357  0  6360  0  6361  0  6364  0  6365  0  6366  0  6367  0  6368  0  6369  0  6370  0  6371  0  6372  0  6373  0  6374  0  6376  0  6377  0  6378  0  6379  0  6380  0  6382  0  6383  0
